id,idx,name,nametype,recclass,mass,fall,year,reclat,reclong,impact
16528,12061,Ivanovka,Valid,H5,8870,Found,1983,54.5,52.8,71214
16529,12062,Ivanpah,Valid,"Iron, IIIAB",58000,Found,1880,35.33333,-115.31667,11738
16530,12064,Jabal Akakus,Valid,LL6,215,Found,1997,25,10.83333,23877
16531,12066,Jackson County,Valid,"Iron, IIIAB",450,Found,1846,36.41667,-85.5,25607
16532,12070,Jalu,Valid,L6,150000,Found,2000,27.95833,21.68333,50501
16533,12071,Jamestown,Valid,"Iron, IVA",4000,Found,1885,46.61667,-98.5,71334
16534,12073,Jaralito,Valid,"Iron, IAB-MG",11138,Found,1977,26.26583,-103.885,63448
16535,49715,Jarud Qi,Valid,L5,452,Found,2000,44.61667,120.93333,14912
16536,53489,Javorje,Valid,"Iron, IIIAB",4920,Found,2009,46.16244,14.19166,93745
16537,47731,Jay Bird Springs,Valid,Pallasite,292,Found,2003,32.133333,-82.983333,34709
16538,12076,Jdiriya,Valid,L5,343,Found,1999,27.23333,-10.45,53557
16539,12077,Jeedamya,Valid,H6,914,Found,1971,-29.58333,121.16667,36229
16540,12080,Jenkins,Valid,"Iron, IAB-MG",55400,Found,1946,36.82444,-93.76111,41089
16541,12081,Jenny's Creek,Valid,"Iron, IAB-MG",12000,Found,1883,37.9,-82.38333,27713
16542,53840,Jepara,Valid,"Pallasite, PMG",499500,Found,2008,-6.6,110.73333,19050
16543,12082,Jerome (Idaho),Valid,L,6800,Found,1954,42.63333,-114.83333,31109
16544,12083,Jerome (Kansas),Valid,L4,29600,Found,1894,38.76667,-100.73333,37267
16545,12084,Jerslev,Valid,"Iron, IIAB",40000,Found,1976,55.608833,11.229167,57584
16546,12088,Jiapigou,Valid,Stone-uncl,,Found,1880,42.83333,127.5,67349
16547,12089,Jiddat al Harasis,Valid,H4,1400,Found,1957,19.25,56.06667,27254
16928,49513,JiddatalHarasis  ,Valid,Martian (shergottite),553,Found,2008,19.78565,55.8535,19830
17245,12169,Jiddat Arkad,Valid,L6,672,Found,2000,18.72878,56.38732,55554
17248,12172,Jilong,Valid,Stone-uncl,,Found,1930,,,37094
17249,12174,Joe Wright Mountain,Valid,"Iron, IIIAB",42600,Found,1884,35.76667,-91.5,50956
17250,12175,Joel's Iron,Valid,"Iron, IIIAB",1300,Found,1858,-24,-69,46224
17251,55765,Johannesburg,Valid,H4,63,Found,2012,35.37788,-117.63728,35133
17252,12176,Johannessen Nunataks,Valid,H5,1058.7,Found,2001,-72.85833,161.13611,26458
17272,12196,Johnny's Donga,Valid,Unknown,,Found,1965,-30.33333,126.36667,46864
17273,12197,Johnson City,Valid,L6,10400,Found,1937,37.55,-101.68333,38907
17274,12200,Jonah,Valid,H5,1304,Found,1963,30.625,-97.53333,44925
17275,12201,Jonesboro,Valid,"Iron, IVA",30,Found,1891,36.3,-82.46667,45687
17276,12204,Juanita de Angeles,Valid,H5,85000,Found,1992,28.41667,-105.08333,67644
17277,12205,Juarez,Valid,L6,6100,Found,1938,-37.55,-60.15,5233
17278,45814,Juderina Spring,Valid,L6,2198,Found,1990,-25.91667,119.3,23008
17279,12208,Julesburg,Valid,L3.6,57900,Found,1983,39.975,-102.26667,65685
17280,12211,Juncal,Valid,"Iron, IIIAB",104000,Found,1866,-26,-69.25,18842
17281,12212,Junction,Valid,L5,241,Found,1932,30.5,-99.83333,35750
17282,50762,Jungo,Valid,L6,70.7,Found,2007,40.89055,-118.36278,76339
17285,12217,Kaalijarv,Valid,"Iron, IAB-MG",2250,Found,1937,58.4,22.66667,30384
17286,12219,Kabakly,Valid,H4,71.6,Found,1965,39.76667,62.51667,36995
17287,45966,Kackley,Valid,H4,1368,Found,2006,39.71633,-97.8545,3702
17288,12223,Kaffir (a),Valid,L5,1874.9,Found,1965,34.62333,-101.91667,99636
17289,12224,Kaffir (b),Valid,H4,3500,Found,1966,34.67167,-101.815,87881
17290,12225,Kaffir (c),Valid,L6,7947,Found,1980,34.67167,-101.815,64498
17291,12226,Kaffir (d),Valid,L5,26760,Found,1981,34.67167,-101.815,9581
17292,30730,Kalahari,Valid,H4/5,150,Found,,,,31163
17301,12233,Kaldoonera Hill,Valid,H6,12000,Found,1956,-32.61667,134.85,73248
17302,12234,Kalkaska,Valid,"Iron, IIIAB",9399,Found,1947,44.64694,-85.13667,78336
17303,12235,Kalugalatenna,Valid,L6,4000,Found,2003,7.31667,80.55,76147
17304,12237,Kalvesta,Valid,H4,10000,Found,1968,38.08333,-100.25,8166
17305,12239,Kamioka,Valid,H4,30,Found,1921,39.51667,140.36667,59557
17306,12242,Kamyshla,Valid,L6,1540,Found,1981,54,52.2,90247
17307,12248,Kansas City (1903),Valid,H5,36000,Found,1903,39.1,-94.63333,5874
17308,30739,Kansas State University,Valid,H4,301,Found,2004,39.27556,-96.25944,19000
17309,12249,Kansas University,Valid,L6,2800,Found,1900,,,32783
17310,12250,Kanzaki,Valid,H,483,Found,1905,33.3,130.36667,45144
17311,12252,Kappakoola,Valid,H6,392.5,Found,1929,-33.25,135.53333,52072
17312,12254,Kapunda,Valid,"Iron, IIIAB",542,Found,1965,-34.31667,138.93333,23517
17313,12255,Karagai,Valid,L6,115,Found,1900,51.11667,57.91667,19342
17314,12257,Karasburg,Valid,"Iron, IIIAB?",12000,Found,1964,-27.66667,18.96667,66999
17315,56567,Karavannoe,Valid,"Pallasite, PES",132000,Found,1960s,57.78117,47.67967,38494
17316,12259,Karee Kloof,Valid,"Iron, IAB-sLL",92100,Found,1914,-31.6,25.8,50179
17317,12261,Kargapole,Valid,H4,21800,Found,1961,55.88333,64.3,26596
17318,12265,Karval,Valid,H5,1104,Found,1936,38.71667,-103.51667,11680
17319,12267,Kaufman,Valid,L5,23000,Found,1893,32.58333,-96.41667,37961
17320,12269,Kearney,Valid,H5,10000,Found,1934,40.68333,-99.06667,17740
17321,12271,Keen Mountain,Valid,"Iron, IIAB",6690,Found,1950,37.21667,-82,52698
17322,12273,Kelly,Valid,LL4,44300,Found,1937,40.46667,-103.03333,17363
17323,12274,Kendall County,Valid,"Iron, IAB-ung",21000,Found,1887,29.4,-98.5,21069
17324,12277,Kenna,Valid,Ureilite,10900,Found,1972,33.9,-103.55333,23583
17325,12278,Kenna (b),Valid,L5,453,Found,1972,33.70833,-103.76667,58435
17326,12279,Kennard,Valid,H5,8200,Found,1961,41.48333,-96.16667,42822
17327,12280,Kenton County,Valid,"Iron, IIIAB",194000,Found,1889,38.81667,-84.6,73442
17328,12283,Kermichel,Valid,L6,3000,Found,1911,47.65,-2.76667,1732
17329,12287,Keyes,Valid,L6,142000,Found,1939,36.71667,-102.5,62432
17330,57290,Keystone Lake,Valid,L5,787,Found,2003,36.28402,-96.43701,11897
17331,12290,Kharga,Valid,"Iron, IVA",1040,Found,2000,31.1325,25.04717,97870
17332,12292,Khatiyah,Valid,H5,1500,Found,2000,25.43333,50.78333,72073
17333,55600,Khatyrka,Valid,CV3,0.1,Found,2011,62.65316,174.50043,85672
17334,12302,Kielpa,Valid,H5,13600,Found,1948,-33.6,136.1,90091
17335,12304,Kifkakhsyagan,Valid,"Iron, IIIAB",18800,Found,1972,64.4,172.7,27330
17336,12310,Kimba,Valid,H4,1492,Found,1997,-33.21667,136.41667,41204
17337,12311,Kimble County,Valid,H6,153800,Found,1918,30.41667,-99.4,51264
17338,12312,Kimbolton,Valid,H4,7500,Found,1976,-40.07139,175.73028,37787
17339,12313,Kinclaven,Valid,L5,17.3,Found,1973,-30.46667,125.7,87451
17340,12314,King Solomon,Valid,Iron,,Found,1952,-20.69944,139.80417,91393
17341,12315,King Tut,Valid,L5,19.51,Found,1997,35.92333,-114.10167,4529
17342,12317,Kingfisher,Valid,L5,8180,Found,1950,35.83333,-97.93333,40997
17343,12318,Kingston,Valid,"Iron, ungrouped",12900,Found,1891,32.9,-107.73333,45933
17344,12319,Kinley,Valid,L6,2000,Found,1965,52.04667,-107.23333,27732
17345,12320,Kinsella,Valid,"Iron, IIIAB",3720,Found,1946,53.2,-111.43333,82868
17346,51592,Kirishi,Valid,L4,1350,Found,2006,59.54833,32.11333,64757
17347,12324,Kissij,Valid,H5,5500,Found,1899,54.86667,50.88333,20307
17348,12327,Kittakittaooloo,Valid,H4,3600,Found,1970,-28.03333,138.13333,16522
17349,12328,Kivesvaara,Valid,CM2,164,Found,1968,64.45,27.56667,41871
17350,12330,Klamath Falls,Valid,"Iron, IIIF",17000,Found,1952,42.16667,-121.85,25878
17351,12331,Klein Glacier,Valid,EH3,33.6,Found,1998,-86.93333,-144.3,53431
17352,12334,Knowles,Valid,"Iron, IIIAB",161000,Found,1903,36.9,-100.21667,3179
17353,12338,Kodaikanal,Valid,"Iron, IIE",15900,Found,1898,10.26667,77.4,5706
17354,12339,Kofa,Valid,"Iron, IAB-sHH",490,Found,1893,33.5,-114,34628
17355,12340,Kokomo,Valid,"Iron, IVB",1800,Found,1862,40.48333,-86.36667,20945
17356,12341,Kokstad,Valid,"Iron, IIIE",341000,Found,1884,-30.55,29.41667,32661
17357,30742,Koltsovo,Valid,H4,20020,Found,2004,54.7505,36.978,91771
17358,34493,Königsbrück,Valid,H/L4,51.8,Found,2004,51.26667,13.9,52879
17359,12345,Kopjes Vlei,Valid,"Iron, IIAB",13600,Found,1914,-29.3,21.15,79333
17360,12346,Koraleigh,Valid,L6,450,Found,1943,-35.1,143.4,5545
17361,12347,Korra Korrabes,Valid,H3,140000,Found,1996,-25.2,18.08333,21245
17362,12348,Korrelocking,Valid,Unknown,,Found,1937,-26,122,19795
17363,12350,Kossuth,Valid,"Iron, IVA",5900,Found,1975,40.66667,-84.35,91669
17364,12351,Kota-Kota,Valid,EH3,334,Found,1905,-13.01667,34.2,88144
17365,12352,Kouga Mountains,Valid,"Iron, IIIAB",1.173e+06,Found,1903,-33.61667,24,16223
17366,12354,Kramer Creek,Valid,L4,2300,Found,1966,38.3925,-104.17667,58573
17367,44716,Krasnodar,Valid,L5,2040,Found,2006,45.00569,39.20519,1390
17368,12356,Krasnojarsk,Valid,"Pallasite, PMG-an",700000,Found,1749,54.9,91.8,15044
17369,12358,Kress (a),Valid,L6,12500,Found,1951,34.35833,-101.73,32507
17370,12359,Kress (b),Valid,L4,2600,Found,1966,34.35833,-101.73,97330
17371,12360,Kress (c),Valid,L6,5600,Found,1978,34.33833,-101.71667,79573
17372,12361,Kress (d),Valid,H5,57,Found,1994,34.38333,-101.71667,81536
17373,12362,Krider,Valid,H6,2386,Found,1978,34.46667,-103.92167,54243
17374,12365,Krzadka,Valid,Iron,2500,Found,1929,50.375,21.73333,68479
17375,53825,Ksar el Hajoui,Valid,L6,3100,Found,2010,31.99317,-2.99347,68667
17376,54553,Ksar Ghilane,Valid,L6,5511,Found,2008,32.681,9.72872,71874
17387,12366,Kufra,Valid,H5,344,Found,1999,24.47333,23.04333,94643
17388,12367,Kuga,Valid,"Iron, IIIAB",5600,Found,1950,34.1,132.08333,17548
17389,12372,Kulnine,Valid,L6,55300,Found,1886,-34.15,141.78333,55323
17390,12374,Kumdah,Valid,Iron,,Found,1973,20.38333,45.08333,61072
17391,12375,Kumerina,Valid,"Iron, IIC",53500,Found,1937,-24.91667,119.41667,48786
17392,12376,Kumiva Valley,Valid,H5,30.15,Found,2001,40.37972,-119.08639,52478
17393,49512,Kumtag,Valid,H5,26000,Found,2008,41.66889,93.17306,41250
17396,12386,Kyancutta,Valid,"Iron, IIIAB",32700,Found,1932,-33.28333,136,59894
17397,12387,Kybo,Valid,LL5,2492.7,Found,1984,-31.18333,126.41667,40567
17398,12388,Kybunga,Valid,L5,7900,Found,1956,-33.9,138.48333,47331
17399,12389,Kyle,Valid,L6,7780,Found,1965,29.975,-97.86667,74850
17400,12391,La Banderia,Valid,LL5,54.3,Found,1986,24.35,-102.16667,17520
17401,12393,La Caille,Valid,"Iron, ungrouped",626000,Found,1828,43.73333,6.78333,40954
17402,51052,La Ciénega,Valid,H6,7632,Found,2007,30.20186,-111.93587,47937
17403,12397,La Escondida,Valid,H5,8.2,Found,1979,24.34167,-102.075,44260
17404,12398,La Esmeralda,Valid,L6,483,Found,1999,27.06667,-103.43333,40281
17405,12399,La Grange,Valid,"Iron, IVA",50800,Found,1860,38.4,-85.36667,45314
17406,12400,La Lande,Valid,L5,30000,Found,1933,34.45,-104.13333,18812
17407,48962,La Luz,Valid,H4,4798,Found,2005,33.00383,-105.85083,35157
17408,12401,La Porte,Valid,"Iron, IIIAB",14540,Found,1900,41.6,-86.71667,57964
17409,12402,La Primitiva,Valid,"Iron, IIG",27400,Found,1888,-19.91667,-69.81667,23420
17410,12404,La Serena,Valid,"Iron, IAB-MG",663,Found,1990,,,73779
17411,12405,La Villa,Valid,H4,19800,Found,1956,26.27167,-97.90167,14097
17412,12406,La Yesera,Valid,H6,205,Found,2003,-23.2705,-70.483,58642
17416,12409,Lac Dodon,Valid,"Iron, IAB complex",800,Found,1993,45.95,-73.91667,48528
17417,12410,Ladder Creek,Valid,L6,35100,Found,1937,38.61667,-101.63333,37265
17418,12412,Lafayette (stone),Valid,Martian (nakhlite),800,Found,1931,40.41667,-86.88333,92737
17419,32764,Lago Valscura,Valid,H5,200,Found,1995,44.19167,7.20028,82802
17420,12413,Laguna Manantiales,Valid,Iron,92000,Found,1945,-48.58333,-67.41667,7262
17421,12414,Lahmada,Valid,H6,7360,Found,1998,27.16667,-9.5,82922
17439,12432,Lahoma,Valid,L5,21800,Found,1963,36.38333,-98.08333,27966
17440,12436,Lake Bonney,Valid,L6,2750,Found,1961,-37.75,140.3,3423
17441,12437,Lake Brown,Valid,L6,23400,Found,1919,-31,118.5,29495
17442,55549,Lake Carnegie,Valid,Eucrite-cm,12.1,Found,1992,-26.21667,122.5,47288
17443,12438,Lake Frome,Valid,H5,32.5,Found,1992,-30.71061,140.15142,74701
17448,12443,Lake Grace,Valid,L6,10500,Found,1956,-33.06667,118.21667,12920
17449,12444,Lake Labyrinth,Valid,LL6,25850,Found,1924,-30.53333,134.75,47635
17450,12445,Lake Machattie,Valid,H5,2600,Found,1988,-24.83333,139.8,99383
17451,12446,Lake Murray,Valid,"Iron, IIAB",270000,Found,1933,34.1,-97,78624
17452,12447,Lake Torrens,Valid,L6,906,Found,1989,-31.03333,138.2,43820
17453,12448,Laketon,Valid,L6,3600,Found,1937,35.56667,-100.66667,83857
17454,12449,Lakeview,Valid,H4,1238,Found,1970,34.53333,-101.7,95208
17455,12450,Lakewood,Valid,L6,46500,Found,1955,32.62972,-104.35,74640
17456,12452,Lamesa,Valid,"Iron, IAB-sLM",16900,Found,1981,32.88333,-101.88333,69159
17457,12453,Lamont,Valid,Mesosiderite,38690,Found,1940,38.07778,-96.02639,86574
17458,12454,Lancaster County,Valid,Iron,13000,Found,1903,40.66667,-96.75,67768
17459,12457,Landes,Valid,"Iron, IAB-MG",69800,Found,1930,38.9,-79.18333,61169
17460,12458,Landor,Valid,Iron,9000,Found,1931,-25.66667,117,29755
17461,12459,Landreth Draw,Valid,H5,,Found,1955,37.25,-98.13333,52189
17462,12462,Langwies,Valid,H6,16.5,Found,1985,46.81667,9.71667,87086
17463,12463,Lanton,Valid,"Iron, IIIAB",13780,Found,1932,36.53333,-91.8,61813
17464,12467,LaPaz Icefield,Valid,LL5,4013.1,Found,2002,,,22421
19014,32735,Larkman Nunatak,Valid,Ureilite-an,1164.8,Found,2003,,,18861
19714,50998,Larned,Valid,Aubrite-an,28100,Found,1977,38.1995,-99.162,27979
19715,12733,Las Colonas,Valid,Howardite,148,Found,1994,22.58333,-101.98333,99241
19716,55759,Las Cruces,Valid,"Iron, IIIAB",528,Found,2001,-23.38316,-70.58605,87054
19717,12734,Las Salinas,Valid,"Iron, IIIAB",3515,Found,1905,-23,-69.5,45166
19718,12735,Lasher Creek,Valid,Iron,639.5,Found,1948,42.83333,-74.5,57559
19719,12736,Latham,Valid,L6,,Found,1977,-29.75,116.43333,74640
19720,53492,Laughlin,Valid,H5,10,Found,2008,35.16867,-114.455,28369
19721,12737,Laundry East,Valid,H3.7,43.1,Found,1967,-31.53333,127.1,38743
19722,12738,Laundry Rockhole,Valid,H5,1443,Found,1967,-31.53333,127.01667,56354
19723,12739,Laundry West,Valid,L4,4002,Found,1967,-31.46667,126.93333,59705
19724,12741,Laurens County,Valid,"Iron, ungrouped",2150,Found,1857,34.5,-82.03333,29190
19725,52092,Lavras do Sul,Valid,L5,1000,Found,1985,-30.8,-53.9,93475
19726,12744,Lawrence,Valid,L6,515,Found,1928,38.96667,-95.16667,89561
19727,12745,Lazarev,Valid,"Iron, ungrouped",10000,Found,1961,-71.95,11.5,96141
19728,12746,Lazbuddie,Valid,LL5,8600,Found,1970,34.5,-102.75,89044
19729,12750,Lea County,Valid,H5,498,Found,1988,32.03333,-103.15,75048
19732,12753,Leander,Valid,L4,760,Found,1940,30.6,-97.9,84628
19733,12754,Lebedinnyi,Valid,Iron,410,Found,1925,55.95,125.4,91489
19734,12757,Lefroy,Valid,Iron,3.3,Found,1904,-40.73333,146.96667,46394
19735,12761,Leikanger,Valid,L6,1513,Found,1978,61.26667,6.85,55322
19736,12762,Lemmon,Valid,H5,6680,Found,1984,45.93333,-102.18333,78496
19737,12763,Lenarto,Valid,"Iron, IIIAB",108500,Found,1814,49,21,12738
19738,12764,Leon,Valid,H5,30000,Found,1943,37.66667,-96.76667,44630
19739,55550,Leonora,Valid,L4,2572,Found,1990,-28.84519,121.397,91943
19740,12766,Leoville,Valid,CV3,8100,Found,1961,39.63333,-100.46722,72075
19741,12767,Leoville (b),Valid,OC,2500,Found,1969,39.60833,-100.475,4931
19742,12770,Leshan,Valid,"Iron, IIE",344,Found,1964,29.6,103.7,89588
19743,12771,Leslie,Valid,H5,895,Found,1968,34.61139,-100.855,24541
19744,12773,Lewis Cliff,Valid,Eucrite-pmict,210.3,Found,1985,-84.29185,161.31334,24942
21614,14643,Lewiston,Valid,H4,4416,Found,1983,34.00833,-103.60278,88668
21615,14644,Lexington County,Valid,"Iron, IAB-MG",4760,Found,1880,34,-81.25,65837
21616,14645,Liangcheng,Valid,"Iron, IIIAB",200000,Found,1959,40.5,112.5,76593
21617,14647,Lick Creek,Valid,"Iron, IIAB",1240,Found,1879,35.66667,-80.25,81187
21618,14648,Lider (a),Valid,L5,2160,Found,1972,34.655,-101.64,79877
21619,14649,Lider (b),Valid,H5,1800,Found,1972,34.655,-101.64,39567
21620,14651,Lime Creek,Valid,"Iron, IAB-ung",20000,Found,1834,31.55,-87.51667,96911
21621,14654,Lincoln County,Valid,L6,4500,Found,1937,39.36667,-103.16667,92975
21622,14656,Linville,Valid,"Iron, IAB-sHH",442,Found,1882,35.86667,-81.91667,79377
21623,14657,Linwood,Valid,"Iron, IAB-MG",46000,Found,1940,41.43333,-96.96667,39258
21624,14658,Lipovsky,Valid,"Pallasite, PMG",3500,Found,1904,49.08333,42.51667,66940
21625,14660,Lismore,Valid,"Iron, IIIAB?",10000,Found,1959,-35.95,143.33333,93899
21626,14662,Little Ash Creek,Valid,L5,21.4,Found,2001,34.38667,-112.02833,81686
21627,53484,Little Harquahala Mountains,Valid,H-melt rock,262.2,Found,2006,33.69177,-113.63612,60417
21628,14663,Little Minnie Creek,Valid,L4,357,Found,1997,-24.13833,115.87167,94590
21629,14665,Little River (a),Valid,H6,4400,Found,1967,38.38333,-98.01667,38474
21630,14666,Little River (b),Valid,H4/5,11700,Found,1965,38.44,-98.06667,25695
21631,30743,Little Spring Creek,Valid,H5,2950,Found,1937,37.68333,-105.7,43863
21632,14667,Littlerock,Valid,H6,19050,Found,1979,34.51667,-117.98333,70717
21633,14668,Livingston (Montana),Valid,"Iron, IIIAB",1600,Found,1936,45.6,-110.58333,4083
21634,14669,Livingston (Tennessee),Valid,"Iron, IAB-ung",235,Found,1937,36.41667,-85.25,28429
21635,56075,Lixian,Valid,"Iron, IIAB",43000,Found,2005,29.85167,111.59833,78597
21636,53635,Llano River,Valid,"Iron, IIIAB",4318,Found,1975,30.52213,-99.73698,36098
21637,14672,Lockney,Valid,L6,824,Found,1944,34.15,-101.3,15331
21638,14673,Locust Grove,Valid,"Iron, IIAB",10000,Found,1857,33.33333,-84.1,25896
21639,14677,Logan,Valid,H5,1315,Found,1918,36.58333,-100.2,3947
21640,14679,Lombard,Valid,"Iron, IIAB",7000,Found,1953,46.1,-111.4,71659
21641,14680,Lonaconing,Valid,"Iron, IAB-sHL",1400,Found,1888,39.41667,-79.15,87008
21642,55762,Lone Island Lake,Valid,"Iron, IAB-sLL",4800,Found,2005,50.00957,-95.38537,38272
21643,14682,Lone Star,Valid,H4,4300,Found,1965,34.25972,-101.40833,43103
21644,14683,Lone Tree,Valid,H4,20676,Found,1971,41.5,-91.47917,81824
21645,14684,Lonewolf Nunataks,Valid,EL6,1947.1,Found,1994,-81.33333,152.83333,55669
21655,14694,Long Island,Valid,L6,564000,Found,1891,39.93333,-99.6,38584
21656,14695,Longchang,Valid,"Iron, IVA-an",158500,Found,1781,29.3,105.3,33904
21657,14696,Longtian,Valid,"Iron, IIIAB",350000,Found,1991,27.35,108.5,44156
21658,14697,Lookout Hill,Valid,CM2,16.6,Found,1976,-30.09056,128.80583,47331
21659,14698,Loomis,Valid,L6,3020,Found,1933,40.46667,-99.5,80407
21660,14699,Loongana,Valid,C4-ung,179,Found,1990,-30.6,127.16667,88962
21663,14702,Loop,Valid,L6,5600,Found,1962,32.9,-102.28333,41689
21664,14703,Loop (b),Valid,H,1600,Found,1964,32.99167,-102.38833,62928
21665,14704,Loop (c),Valid,OC,861,Found,1964,32.98333,-102.38833,12698
21666,44717,Lorenzo,Valid,L5,611.9,Found,1941,41.03333,-102.88333,87470
21667,14705,Loreto,Valid,"Iron, IIIAB",94800,Found,1896,26.01667,-111.36667,77161
21668,14706,Los Angeles,Valid,Martian (shergottite),698,Found,1999,,,80381
21669,45815,Los Cerrillos,Valid,H4,1000,Found,2006,-28.9725,-63.341111,74490
21670,14707,Los Lunas,Valid,H4,94.5,Found,1978,34.8125,-106.79167,11643
21671,14709,Los Reyes,Valid,"Iron, IIIAB",19500,Found,1897,19.26667,-97.28333,89111
21672,14710,Los Sauces,Valid,Iron,997000,Found,1937,-29.41667,-66.85,71342
21673,54671,Los Vientos,Valid,Diogenite-pm,73,Found,2009,-24.7,-69.75,83329
21698,14712,Lost Creek,Valid,H3.8,4018,Found,1916,39.12417,-98.16778,18310
21699,14713,Lost Draw,Valid,OC,309,Found,1980,33.28944,-102.54306,30630
21700,14714,Lost Lake,Valid,L6,11,Found,1931,37.65,-105.73333,2907
21701,14715,Losttown,Valid,"Iron, IID",3000,Found,1868,34.25,-84.5,64164
21702,45978,Lovina,Valid,"Iron, ungrouped",8200,Found,1981,-8.65,115.21667,7528
21703,14719,Loxton,Valid,L5,22,Found,1968,-34.45,140.56667,8351
21704,14720,Loyola,Valid,L5,2077,Found,1947,,,35106
21705,14722,Lubbock,Valid,L5,1457.8,Found,1938,33.6,-101.73333,79
21706,14725,Lucerne Valley,Valid,L6,15.8,Found,1963,34.5,-116.95,64504
21769,14749,Lucky Hill,Valid,"Iron, IIIAB",20500,Found,1885,17.9,-77.63333,33890
21770,14750,Lueders,Valid,"Iron, IAB-MG",35400,Found,1973,32.83611,-99.60417,56209
21771,14751,Luis Lopez,Valid,"Iron, IIIAB",7000,Found,1896,34,-106.96667,88614
21772,14752,Lujan,Valid,Iron,50,Found,1878,-34.66667,-59.36667,70789
21773,30749,Lunar Dry Lake,Valid,L5,32.5,Found,2003,38.39918,-115.9967,40979
21774,14758,Luray,Valid,OC,861,Found,1976,39.11667,-98.68333,15874
21775,14760,Lushton,Valid,L6,6700,Found,1914,40.74972,-97.74972,53383
21776,14761,Lusk,Valid,Iron,46,Found,1940,42.76667,-104.35,8153
21777,14762,Lutschaunig's Stone,Valid,L6,100000,Found,1861,-27,-70,95296
21778,14763,Lynch,Valid,L5-6,31.5,Found,1977,-31.01667,127.21667,68295
21780,30750,Mabe,Valid,H5,378,Found,1999,-21.3,24.1028,83025
21781,14765,MacAlpine Hills,Valid,H5,2493.7,Found,2002,,,64308
22807,36342,MacKay Glacier,Valid,LL5,3532.3,Found,2005,,,74134
22876,15378,Macy,Valid,L6,42000,Found,1984,34.21667,-103.91667,52390
22877,15381,Madoc,Valid,"Iron, IIIAB",168000,Found,1854,44.5,-77.46667,89313
22878,15384,Mafuta,Valid,"Iron, IID",71500,Found,1984,-16.9025,30.40722,25914
22879,15388,Magura,Valid,"Iron, IAB-MG",150000,Found,1840,49.33333,19.48333,87047
22880,15389,Mainz,Valid,L6,1700,Found,1852,50,8.26667,64398
22881,15390,Majdul,Valid,L6,680,Found,1994,25.59567,15.4225,55168
22882,30752,Majuba,Valid,L5,370,Found,1999,40.6265,-118.41033,9220
22886,15392,Makarewa,Valid,L6,2300,Found,1879,-46.31667,168.4,92552
22887,15396,Maldyak,Valid,"Iron, IIIAB",992,Found,1939,63.33333,148.16667,15151
22888,15399,Maltahöhe,Valid,"Iron, IAB-sLM",22270,Found,1991,-24.91667,16.98333,51513
22889,57454,Mandalay Spring,Valid,L6,2854,Found,2012,40.89201,-118.55319,38088
22890,15404,Mangalo,Valid,L6,1050,Found,1975,-33.56667,136.65,80350
22891,55331,Mangum,Valid,H4,750,Found,2008,34.849,-99.704,54737
22892,15406,Manitouwabing,Valid,"Iron, IIIAB",39000,Found,1962,45.44,-79.87556,36892
22893,15407,Manlai,Valid,"Iron, ungrouped",166800,Found,1954,44.33333,106.5,63285
